5.002, 0.000, 81.000, -103.000, -113.117, 45.810, 2098.584, 113.117
5.076, 0.000, 73.000, -100.000, -110.758, 50.262, 2526.257, 110.758
5.019, 0.000, 53.000, -98.000, -111.300, 51.701, 2673.030, 111.300
4.603, 0.000, 11.000, -100.500, -113.285, 45.022, 2027.014, 113.285
5.016, 0.000, 46.000, -97.000, -110.442, 53.608, 2873.801, 110.442
4.973, 0.000, 41.000, -96.000, -109.640, 54.687, 2990.618, 109.640
5.151, 0.000, 98.000, -99.000, -112.221, 53.852, 2900.091, 112.221
5.006, 0.000, 65.000, -101.000, -111.785, 47.528, 2258.921, 111.785
4.928, 0.000, 57.000, -101.500, -111.428, 43.935, 1930.279, 111.428
4.953, 0.000, 68.000, -103.000, -111.543, 44.356, 1967.450, 111.543
5.042, 0.000, 107.000, -102.000, -109.694, 44.275, 1960.241, 109.694
