0.521, 0.013, -109.228, 2.593, 0.521, 0.000, -109.000, 6.722
0.725, 0.181, -109.533, 3.117, 0.725, 0.033, -109.500, 9.717
0.532, 0.000, -108.597, 3.243, 0.532, 0.000, -109.000, 10.515
0.507, 0.003, -108.906, 2.918, 0.507, 0.000, -109.000, 8.515
0.916, 0.000, -109.669, 3.314, 0.916, 0.000, -110.000, 10.983
0.800, 0.000, -109.495, 3.478, 0.800, 0.000, -109.000, 12.094
0.618, 0.108, -109.319, 3.778, 0.618, 0.012, -110.000, 14.275
0.735, 0.181, -109.744, 3.858, 0.735, 0.033, -110.000, 14.886
0.992, 0.000, -108.159, 4.875, 0.992, 0.000, -108.000, 23.765
0.542, 0.000, -110.082, 4.429, 0.542, 0.000, -111.000, 19.616
0.562, 0.000, -108.653, 3.638, 0.562, 0.000, -109.000, 13.238
